,ci_test_results,z_test_results,z_test_p_values,mean_diff
NAMPT,True,False,0.20953665344910377,-71.87644211600002
NANOG,True,False,0.8782919103442404,0.05181182409120022
NANOGNB,True,False,0.42646965144355964,1.3074792000941997
NANOGP8,True,False,0.18201400172198112,0.8061168132962708
NANOS1,True,False,0.6406898864717163,0.6811535265026007
NANOS2,True,False,0.5832492364160708,0.5777961707170991
NANOS3,True,False,0.7063228748421215,0.4758514226390562
NANP,True,False,0.5681372871449694,-0.5127096598999996
NANS,True,False,0.19862172510505327,2.879592340000002
NAP1L1,False,True,2.5121901550881642e-11,87.84977368000011
NAP1L2,True,False,0.9886326024694368,0.02587384943019977
NAP1L3,True,False,0.36113582197503225,1.07018176057012
NAP1L4,False,True,2.3473857815007586e-18,-26.362442720000004
NAP1L5,True,False,0.08378365808099789,-3.2589724933800017
NAP1L6,True,False,0.6821504024961755,0.25101850772228007
NAPA,False,True,0.001690366611710121,-16.154259552000013
NAPB,True,False,0.17217681919943362,-1.4993095168000004
NAPEPLD,True,False,0.05753838883240624,-1.3622700130600007
NAPG,True,False,0.6368469346928257,0.6963708064000027
NAPRT,True,False,0.20703679663057295,2.3204750312400044
NAPSA,True,True,0.010258309498206566,39.50359078566004
NARF,False,True,3.2074703961009053e-07,-9.166124930999992
NARFL,True,False,0.8164390650889861,0.26702623259999925
NARS,True,False,0.38985663594229525,-2.724566482
NARS2,True,False,0.7059268657485991,-0.6557984646000001
NASP,True,False,0.05685376832970694,-6.7025976480000224
NAT1,True,False,0.4309362059765336,1.2068237688399988
NAT10,True,False,0.4433293773776429,1.3940864599999898
NAT14,True,False,0.232551702149299,0.8459887932000001
NAT16,True,False,0.684479087805739,0.1739094314723999
NAT2,True,False,0.15338641613119314,2.1278968344394817
NAT6,False,True,1.080211660880362e-06,-3.5651536060000026
NAT8,True,False,0.7671875906580098,0.1713282109544001
NAT8L,True,False,0.1831733136094228,0.9304218196186
NAT9,True,False,0.10178412890828073,1.6755472123999944
NATD1,False,True,9.138811485600721e-07,-2.7153148491200003
NAV1,True,False,0.09054105625775705,2.26824873164
NAV2,True,False,0.6452482187459787,0.6675283138099992
NAV3,True,False,0.30996609091824234,-1.0748044252185998
NBAS,True,False,0.7146333088222516,0.32880043360000144
NBEA,True,False,0.30987716793961206,0.9717321402999999
NBEAL2,False,True,4.512091106013869e-33,-55.6625825472
NBL1,True,False,0.15610460270739307,-5.828364640439993
NBN,True,True,0.01600429524525015,-3.2111987171999914
NBPF11,True,False,0.4881236809714753,-0.8658526480000006
NBPF14,False,True,3.1358576129412724e-06,20.795655067999988
NBPF15,True,False,0.06966717598388347,2.7292953391999966
NBPF19,False,True,1.555967260211089e-19,-57.719077336
NBPF3,True,False,0.21340416634839887,-1.6333205353119995
NBPF4,True,False,0.10505681060191394,2.2518571295981604
NBPF6,True,False,0.08223372771829142,-2.5915437086712
NBPF9,False,True,0.00020882526938939712,7.3419717154
NBR1,False,True,1.855418976640696e-08,-10.320046805999986
NCALD,False,True,5.9531519271309805e-28,-24.094571937180994
NCAM1,False,True,1.0872828058733036e-40,-37.239929282018
NCAM2,True,False,0.6320104072968551,0.6377599781529808
NCAN,True,False,0.27759395310642854,-2.167469780596586
NCAPD2,True,False,0.14024979075133798,-2.0198489452000032
NCAPD3,True,False,0.9192732736581525,-0.2805387228000029
NCAPG,True,False,0.7824750158709707,-0.4154542262999996
NCAPG2,True,False,0.731351986999582,-0.40391153800000623
NCAPH,True,False,0.05993162870400862,2.5976594248000033
NCAPH2,False,True,8.04795614244559e-09,-6.941492840599992
NCBP1,True,False,0.5342815293835839,-0.8224356039999918
NCBP2,True,False,0.08047195042283832,4.28741449999999
NCBP2-AS2,False,True,1.07640967147282e-10,-11.723749726999998
NCCRP1,True,False,0.31115292166322917,0.8797536259006
NCDN,True,False,0.25134049073097975,-1.4989858222000052
NCEH1,True,False,0.5167013515389656,0.9270173088600053
NCF1,False,True,8.282047935739596e-06,84.55355593817998
NCF2,True,False,0.5023572155665939,-9.013976635400013
NCF4,True,True,0.010436525955808377,18.003148126360003
NCK1,False,True,2.920425290703027e-35,-13.590903699000002
NCK2,False,True,0.00010515868512506117,6.738157522000002
NCKAP1,True,False,0.28514791066212974,2.802308478080004
NCKAP1L,False,True,7.493638548689658e-05,-6.301791115680004
NCKIPSD,True,False,0.8901102619666396,-0.15830109879999554
NCL,True,False,0.5363600445837773,-8.635730800000033
NCLN,True,True,0.04080719789057566,-3.2723925760000014
NCMAP,True,False,0.11045211146594067,0.8755677831052002
NCOA1,False,True,9.237387585522264e-23,-13.051950828599999
NCOA2,True,False,0.27418134983461984,-1.2198072813999978
NCOA3,False,True,2.9193265975959925e-24,30.52677514500001
NCOA4,True,True,0.04876927766956901,-10.353648996000004
NCOA5,True,False,0.3107981960104186,1.158673376000003
NCOA6,True,False,0.4292330768222563,-1.5663105991999977
NCOA7,True,False,0.13332239620212663,-3.138956773800004
NCOR1,True,False,0.20930875180543174,-3.148123582000011
NCOR2,True,False,0.8478744390843999,-0.5208888479999985
NCR1,False,True,6.775917971437475e-46,-42.9252998730474
NCR2,False,True,0.0015890388417757785,-1.9230053953189803
NCR3,False,True,2.3579523569110065e-37,-51.86527107350002
NCR3LG1,True,True,0.03743581241980267,-4.195607169565999
NCS1,True,False,0.9542730615999638,0.09046423146599736
NCSTN,True,False,0.3656019463779836,-2.3301091520000057
NDC1,True,False,0.18770817310320986,1.3632802059999989
NDC80,True,False,0.6748582834500572,-0.43905573466000547
NDE1,True,False,0.9449665504098367,-0.10682897020000581
NDEL1,False,True,0.00015931114354034457,-10.790058208000005
NDFIP1,True,False,0.18453231962297956,-2.181642887200006
NDFIP2,True,False,0.7626197858510653,0.6508373904999978
NDN,True,True,0.04377120209486133,-1.5827281468888001
NDNF,True,False,0.07098729614255585,2.68037820703275
NDNL2,True,False,0.08627639194801535,-3.3733372920000093
NDOR1,True,False,0.7882578770698092,-0.442117666799998
NDP,True,False,0.43168173652981157,0.7159209862613998
NDRG1,True,False,0.29773499555315963,10.420302676999995
NDRG2,True,False,0.2281492393980954,-2.0391504337680004
NDRG3,False,True,0.002284841788645787,-4.829167108599993
NDRG4,True,False,0.5856920811217107,-0.6538558137740003
NDST1,True,False,0.46902119083767646,1.2539995161000022
NDST2,False,True,1.125234443033069e-07,-6.0081046492
NDST3,True,False,0.4918949177700521,-0.32715747406314
NDST4,True,False,0.1385250618256415,1.3068965123141179
NDUFA1,False,True,9.71374510363731e-06,-18.97550764600001
NDUFA10,True,False,0.833807978873176,0.38017459599998915
NDUFA11,False,True,0.0003952260860207653,-18.035781354000022
NDUFA12,False,True,2.459557636265264e-13,-27.226147725999994
NDUFA13,False,True,0.001639995935136052,-11.415737018000016
NDUFA2,True,False,0.07404936886968787,-4.66239680000001
NDUFA3,False,True,7.150062232673362e-06,-30.215931582000053
NDUFA4,True,False,0.3825914847929063,-1.8750554139999949
NDUFA4L2,True,False,0.0533788398004473,-5.054743148102199
NDUFA5,True,False,0.5300572953880647,1.2387136400000074
NDUFA6,False,True,1.3321205937252221e-05,-14.088518434000008
NDUFA7,True,False,0.050265260202022446,-3.4405205485999986
NDUFA8,True,False,0.42928851488222497,-2.124943936000001
NDUFA9,True,False,0.05517628787009435,-3.8090085279999997
NDUFAB1,True,False,0.5365783144846328,-2.081896008000001
NDUFAF1,True,False,0.6505205636336229,-0.6745311126000004
NDUFAF2,True,False,0.2830511670574216,1.9824807016000108
NDUFAF3,True,False,0.2878931379628288,-2.056024912000005
NDUFAF4,True,False,0.5212727390371048,0.7921969995000007
NDUFAF5,True,False,0.3638481257210746,1.4325166425600004
NDUFAF6,True,False,0.22781555427338618,1.7445523461800025
NDUFAF7,True,False,0.19932084462922384,2.0802331198000026
NDUFB1,True,False,0.3524831965700461,-8.56035973600001
NDUFB10,True,False,0.17717395939625213,-6.067222253999972
NDUFB11,True,False,0.12413959521012527,-3.283857041999994
NDUFB2,False,True,3.7085126046296697e-13,-51.174089106000025
NDUFB3,True,False,0.11172665617724234,-4.513423405999987
NDUFB4,True,False,0.1894719990130881,-11.316642088000009
NDUFB5,True,False,0.07138755305288279,4.714393745999999
NDUFB6,True,True,0.011525625952645502,-4.634447444000003
NDUFB7,False,True,2.7340648285693653e-15,-39.899190954000005
NDUFB8,False,True,1.5644794518534065e-05,-19.633283011999964
NDUFB9,True,False,0.396975721012521,6.097660412000039
NDUFC1,True,False,0.8272555028894306,0.36175078920000203
NDUFC2,True,True,0.0226558852745681,-14.976878981999988
NDUFC2-KCTD14,True,False,0.8645944164405387,0.17973893385199968
NDUFS1,True,False,0.4707098187343087,0.8786607159999988
NDUFS2,True,False,0.4508719768556173,-2.1296846329999966
NDUFS3,True,False,0.1600223084514898,-4.2820118480000104
NDUFS4,True,False,0.573647578309049,-1.2859393570000321
NDUFS5,True,True,0.04118291368603608,-21.007997604000025
NDUFS6,True,False,0.13988997673396614,-4.195014654000019
NDUFS7,True,False,0.18180200843682137,-2.255892463200013
NDUFS8,False,True,0.0011779468428141427,-17.326046006000013
NDUFV1,False,True,5.260399364360844e-05,-12.815271509999988
NDUFV2,True,True,0.0081992830681648,10.397866921999992
NDUFV3,True,True,0.01435111469571344,-2.5963301702000017
NEB,True,False,0.6146610987031732,-0.23158871050000052
NEBL,True,False,0.5900936625857597,0.49573972712689995
NECAB1,True,False,0.5398207625901528,0.5815028468291996
NECAB2,True,False,0.327154505235536,0.7903543685173926
NECAB3,True,False,0.16324271808063806,2.437895920761
NECAP1,True,False,0.729929065007223,-0.29549115260000036
NECAP2,True,False,0.28316059757110945,-2.377408860000017
NEDD1,False,True,0.00020893903436521738,-2.0068106625999995
NEDD4,True,False,0.5600035648768971,0.39440489369000087
NEDD4L,False,True,0.0006624623843355966,4.359571886999998
NEDD8,False,True,5.856579497415248e-05,-19.588354149999958
NEDD9,False,True,1.844213757601979e-13,-11.771095676799998
NEFH,True,False,0.590396377453914,-0.5989699580713999
NEFL,True,False,0.05448602577649725,2.8242451024425956
NEFM,True,True,0.0419588003326478,-0.6770583384462799
NEGR1,True,False,0.4677662842102853,1.0511633467799997
NEIL1,False,True,7.541594878418477e-10,-5.913737255260001
NEIL2,True,False,0.5082758277561877,0.6411971910000034
NEIL3,True,False,0.6413164322053038,0.9704504488619987
NEK1,True,False,0.9875851846056808,-0.01930888488000093
NEK10,True,False,0.48719154652251206,0.7909654071990002
NEK11,True,False,0.11835138710833258,2.1114927693219996
NEK2,True,False,0.13448606125653395,1.989373016770001
NEK3,True,False,0.1213640360078839,-2.319340799100001
NEK4,True,False,0.1482757790100756,0.9220386549999997
NEK5,True,False,0.6421820805731028,0.2760142571865001
NEK6,False,True,0.00046754818429860354,6.531104536000008
NEK7,True,False,0.08111224920330656,-4.00002500099999
NEK8,False,True,0.0067708124776596,3.2098361134000015
NEK9,True,False,0.9344337791962258,0.04447693800000252
NELFA,True,False,0.8575047423337405,0.29501616720000357
NELFB,False,True,0.0019008785049866041,-3.4765286054000057
NELFCD,True,False,0.1769417256315413,2.3443407793999924
NELFE,True,True,0.028334989082815912,-9.942772653999995
NELL1,True,False,0.4669882437534245,-0.25064822252880453
NELL2,True,False,0.6360814736934296,-0.8134015542389985
NEMF,False,True,0.0037169701638629883,-4.8309314271999995
NEMP1,False,True,5.169540286350381e-10,3.776646742799999
NEMP2,False,True,0.015058927473051495,-2.7126407306000004
NENF,True,False,0.42327475878800647,1.108089255799996
NEO1,True,False,0.8420814277298304,-0.22777871225999746
NES,True,False,0.3247273361060845,-2.615171123324
NET1,False,True,0.007626372808147975,6.266914861
NETO1,True,True,0.016262776473914865,6.40941324118863
NETO2,True,True,0.03511947528601881,2.9191289675800043
NEU1,False,True,0.005590522610839354,-4.832783231599997
NEU2,True,False,0.7026195653205036,0.3769950021207319
NEU3,True,False,0.4897895623103121,-0.30361682920000277
NEU4,True,False,0.3079911461845011,0.9257535988875998
NEURL1,True,False,0.6891331057967953,-0.3712881928039984
NEURL1B,True,False,0.5913227092548397,-0.7292607066891992
NEURL2,True,False,0.07669739099635546,2.912864889556
NEURL3,True,False,0.2178768049835681,1.4503696237239998
NEURL4,True,False,0.3284432032211003,-1.6433713209999965
NEUROD1,True,False,0.3240817470682502,-1.21487165164436
NEUROD2,True,False,0.32982455161569946,-0.7234084153571212
NEUROD4,True,False,0.9979780362495845,-0.002943551269476652
NEUROD6,True,False,0.5734963384799232,0.6258138606058822
NEUROG1,True,False,0.9315542306875828,0.10740570648509218
NEUROG2,True,False,0.2826969411812553,1.804216124943261
NEUROG3,True,False,0.3773066428739019,-0.5672340443375818
NEXN,True,False,0.3566964534446726,1.0920876130949972
NF1,False,True,0.004453861168019166,-1.7114500127999985
NF2,True,True,0.043546480436043866,-2.3717372498000024
NFAM1,True,False,0.2496391320799004,-2.233709273395199
NFASC,True,False,0.3101440037760842,-1.19696219537468
NFAT5,False,True,0.0001927253883616029,-3.7424300923999994
NFATC1,False,True,5.2592149501534966e-06,9.470664871800004
NFATC2,False,True,3.552946929189933e-23,-18.884152625200002
NFATC2IP,False,True,3.0927378149080575e-05,-8.16465074700001
NFATC3,False,True,1.4488663366415152e-17,-16.134907014800007
NFATC4,True,False,0.1834799469301166,-1.277000568097801
NFE2,True,False,0.5426655506682336,-1.7192154732930405
NFE2L1,True,False,0.35549117391080753,5.92298398600002
NFE2L2,True,True,0.02283676833349694,-8.89507481199999
NFE2L3,True,False,0.10908138163440848,3.229603398999995
NFIA,True,False,0.33358292487415175,1.6640490355792004
NFIB,True,False,0.8359707519292432,0.23718530810400118
NFIC,True,False,0.8821458679852767,0.1953525892000023
NFIL3,False,True,5.322269898124316e-14,-17.728148051799995
NFIX,True,False,0.7434383752308544,0.9236109158400012
NFKB1,True,True,0.00718353803892275,14.942126037399987
NFKB2,False,True,3.3243702789346345e-08,27.575918977
NFKBIA,False,True,8.414382749694636e-05,-198.36976809800012
NFKBIB,False,True,3.637384373459938e-05,-10.012054371800005
NFKBID,False,True,0.0011979648591796202,7.495364495728001
NFKBIE,False,True,1.4643104122846347e-05,8.273565878600003
NFKBIL1,True,True,0.025163600532316466,-2.2030025101999975
NFKBIZ,True,False,0.12166531140671469,-7.830156241800026
NFRKB,True,False,0.7402195026400693,-0.6655889661999943
NFS1,True,False,0.8314528425623426,0.27082005759999994
NFU1,True,False,0.13882216464536767,-3.1558439739999997
NFX1,False,True,1.6493466005592173e-05,5.440209732
NFXL1,True,False,0.11585030040059312,-2.39853181348
NFYA,True,False,0.29117542156658693,-1.300187830000013
NFYB,True,False,0.06128976589975966,-2.250468629
NFYC,True,False,0.8395493109990522,0.4571842860000004
NGB,True,False,0.30853816699683934,-1.2838239490181302
NGDN,True,False,0.29028530501723315,1.4069667420000016
NGEF,True,False,0.4917995620844279,1.142092541342521
NGF,True,False,0.4729703659665717,1.6573640395515081
NGFR,True,False,0.41648656048313104,-1.8829100493596007
NGFRAP1,True,False,0.27265416499304096,7.32284558165999
NGLY1,True,False,0.22676315159973603,2.558629792799998
NGRN,True,False,0.12571295580203815,1.7295918722000012
NHEJ1,True,False,0.2517629891764822,2.1454729579999974
NHLH1,True,False,0.672929887546416,-0.5498928361492001
NHLH2,True,False,0.8700776491274773,-0.2432385491540272
NHLRC1,True,False,0.4896136726526735,-1.0639580509354003
NHLRC2,True,False,0.1639088592677499,0.6119995443999997
NHLRC3,False,True,0.0006266123957657604,-4.507820256599999
NHLRC4,True,False,0.9415030924680394,0.04810161705119986
NHP2,True,False,0.07096944191533017,9.864061485999997
NHP2L1,True,False,0.062390938299727354,6.518363804000018
NHS,True,False,0.7519255290229672,-0.4058069577021999
NHSL2,False,True,0.0028387074515034035,-3.6143979145811995
NICN1,True,False,0.8255104128517867,0.22042435000000005
NID1,True,False,0.951491175294864,0.11992163697900082
NID2,True,False,0.8187686434973875,-0.29161721488886005
NIF3L1,True,False,0.43735385517719416,-0.7623550609999938
NIFK,True,False,0.25127820690418334,-2.1586476559999994
NIM1K,True,False,0.3836088806527018,0.7419197407671999
NIN,False,True,5.010842506221627e-09,12.417313015200001
NINJ1,True,False,0.07148607685682078,-12.157339546000003
NINJ2,False,True,5.062189212910451e-09,-3.985017468880004
NINL,True,False,0.4633670635589455,1.5598750161480002
NIP7,True,False,0.9517739768320155,0.0775797539999985
NIPA1,True,False,0.15019416067874425,1.1873361225999997
NIPA2,False,True,4.3435639946504685e-08,12.83403598599999
NIPAL1,True,False,0.050964483106526196,3.0819652724382003
