,ci_test_results,z_test_results,z_test_p_values,mean_diff
MMP9,True,False,0.32770630934489464,-32.54721596368941
MMRN1,True,False,0.8198753529814901,1.1799346757963924
MMRN2,True,False,0.10743920545824641,-2.5992009595712
MMS19,True,False,0.6651797945838556,-0.8651781650000032
MMS22L,True,False,0.21978759305355888,1.76274387592
MN1,True,False,0.6400381017288583,-0.6964488062514529
MNAT1,False,True,2.1895999317709383e-07,-8.084225069599995
MND1,True,False,0.1379548903317962,1.1612388981713995
MNDA,True,False,0.6030196385875108,-12.24200866982001
MNS1,True,False,0.7800616118970154,0.1902609690321997
MNT,True,False,0.8423334223707493,-0.31130719720000144
MNX1,True,False,0.20884092327828618,1.8795334687642495
MOAP1,False,True,1.6648598078379857e-26,-16.964109215
MOB1A,True,True,0.021879333581641233,6.671713838000002
MOB1B,True,False,0.6292101138426143,0.6485076994000032
MOB2,False,True,1.6940651182684376e-06,-8.6833605442
MOB3A,True,True,0.006370160093764569,-11.467602391
MOB3B,True,True,0.008298658068741055,2.724823665116
MOB3C,True,False,0.261049879370561,-1.3195521164799988
MOB4,True,True,0.0339183375271203,-2.261736878000015
MOBP,True,False,0.07788150622199787,-0.9345621737061202
MOCOS,True,False,0.20149802516312565,0.557620437108
MOCS1,True,False,0.131324374597919,2.682209922683999
MOCS2,True,False,0.5267927638232246,-0.745948625399997
MOCS3,True,False,0.21736666085647027,2.3371320801400017
MOG,True,False,0.4234241452232692,1.6066271661147598
MOGAT2,True,False,0.7297063401759945,-0.46474909936921205
MOGAT3,True,False,0.23537251104176315,-1.541184993774439
MOGS,False,True,1.8865381324250406e-09,-11.086006511999997
MOK,True,True,0.038010159680227036,3.2007281761532003
MON1A,True,True,0.02975079285476247,-1.5240542039599987
MON1B,False,True,4.808905087172468e-18,-5.989577425000004
MON2,True,False,0.624091977394206,0.5259826558
MORC1,True,False,0.9895314480095897,-0.007607864553119681
MORC2,True,False,0.9664789404646995,0.07137761599999592
MORC3,True,False,0.20015766290560932,1.5481201421999984
MORC4,True,False,0.8868749864353889,-0.3617468648000042
MORF4L1,True,False,0.76019119237829,-1.7926061799999502
MORF4L2,True,False,0.08554454909629144,11.524439790000002
MORN1,True,False,0.9826935173735529,0.027474599164000857
MORN2,True,False,0.41748212332493007,1.2534707619200027
MORN3,True,False,0.9234786192362158,0.0417070783939999
MORN4,True,False,0.08796511392373306,2.0944793861800015
MORN5,True,False,0.7040518779353002,-0.46418537821589334
MOS,True,False,0.33465935550524994,0.756326243752814
MOSPD1,True,False,0.5387844201268281,0.7071064867200008
MOSPD2,True,False,0.2924921470918064,-1.264615083799999
MOSPD3,True,False,0.7746698754966242,-0.6389855980599961
MOV10,False,True,0.0005413097502484668,-3.4073926698
MOV10L1,True,False,0.5169047381794823,0.7606095726489999
MOXD1,True,False,0.05132489765262017,3.2894411764656013
MPC1,False,True,0.00020669189826370287,-3.5949663730000196
MPC2,True,False,0.9079268037823028,0.5796758840000109
MPDU1,True,False,0.10422112926972525,2.0877998845999954
MPDZ,True,False,0.2786802301593946,1.3699952242052333
MPEG1,True,False,0.43404657005763136,13.512107267299996
MPG,False,True,5.480467345776634e-05,-6.595775795999998
MPHOSPH10,True,False,0.30274283075243436,-1.6803173079999851
MPHOSPH6,True,False,0.974190183075778,0.06502892479999645
MPHOSPH8,False,True,1.3429007218308918e-08,-8.878773463999991
MPI,True,False,0.5586797262996204,-0.9354118610000057
MPL,True,False,0.3585813512469497,-0.9474044225546002
MPLKIP,True,False,0.07546539278541103,-2.644823948799999
MPND,False,True,1.6683760566100753e-05,-6.3686724591999955
MPO,True,False,0.0935612235809423,-2.4312244032643617
MPP1,False,True,0.0006445787458426955,-7.452770941600008
MPP2,True,False,0.18717174826470173,-1.7531575283610015
MPP3,True,False,0.13251236018421564,2.7338876557558
MPP4,True,False,0.5839437741893221,0.6834220496532657
MPP5,True,False,0.10477636771544752,1.631962155600002
MPP6,False,True,7.509760175145792e-07,12.219118845600004
MPP7,True,False,0.39294695966552584,-1.162287721945999
MPPE1,False,True,0.00017235838138876332,-5.838539403999995
MPPED1,True,False,0.17666492119406274,1.3227613107984941
MPPED2,True,False,0.9531588267869209,0.040600420990599906
MPRIP,True,False,0.08406610088431925,-6.059134602
MPST,False,True,8.417624320637691e-13,-9.934996490000003
MPV17,False,True,0.00039500560009605984,-5.249240326000006
MPV17L,True,False,0.07718880271035052,2.8921052717999984
MPV17L2,True,False,0.3093167274606229,1.4967515565999978
MPZ,True,False,0.6575281922457816,-1.0286306473479994
MPZL1,True,False,0.18857553757391465,4.141828832800002
MPZL2,True,False,0.4621568770498413,-1.683094459586
MPZL3,False,True,0.0007880845661060937,-4.697747322239998
MR1,False,True,1.7464054578887055e-05,-5.284684293199998
MRAP,True,False,0.9640679230067518,0.025974549225099786
MRAP2,True,False,0.7031999842304694,-0.3908907905268597
MRAS,True,False,0.8240493244078337,0.2992322923960007
MRC1,True,False,0.5246550969966992,1.8718209889821615
MRC2,True,False,0.8817068418573818,-0.2924204105183996
MRE11A,True,True,0.010579917728004392,-3.8181501788000034
MREG,True,True,0.01261887783183066,3.1236058754000027
MRFAP1,True,False,0.06386486986818533,-10.810175629999975
MRFAP1L1,False,True,3.1610815110325825e-22,-16.675078791999994
MRGBP,True,False,0.9814138378789684,0.025479722000000038
MRGPRD,True,False,0.27938821020332627,0.7562083622382418
MRGPRE,True,False,0.34761683184948233,1.0697564593621456
MRGPRF,True,False,0.880658859875788,-0.2523554104471497
MRGPRG,True,False,0.7732968624381009,0.3431540240943214
MRGPRX1,True,False,0.6583795824327776,0.1978449286288672
MRGPRX2,True,False,0.10352869671773658,2.398431054184045
MRGPRX3,True,False,0.3452935998072041,1.4293747461704989
MRGPRX4,True,False,0.2617923920893007,2.05718297272798
MRI1,True,False,0.6340062657408803,-0.8198421020000026
MRLN,True,False,0.526673706807558,-1.1319326180060005
MRM1,True,False,0.8577329323878646,0.2350437880799987
MRO,True,False,0.234488891623586,1.8965547682731605
MROH1,True,False,0.20989828758604867,-1.1627540027999963
MROH2B,True,False,0.5875626756135741,-0.4186397155911168
MROH6,True,True,0.027575415249785153,2.2256391950699994
MROH7,True,False,0.24832623374580642,0.5061103342418473
MROH9,True,False,0.17355096468242603,0.6305139234907842
MRPL1,True,False,0.48199483258907905,-1.221958947200001
MRPL10,False,True,4.9618363547772156e-14,-15.460496100599997
MRPL11,True,False,0.49893074199893184,1.1479276327999983
MRPL12,True,False,0.060377112063629695,6.605338177999968
MRPL13,True,False,0.5554121606213962,1.345727112800006
MRPL14,True,True,0.021672026632338096,-4.110863878599993
MRPL15,False,True,0.00530801759086993,6.789235775999991
MRPL16,False,True,1.7493132279782976e-05,-7.139288228000012
MRPL17,True,False,0.663490906709794,-1.3254324392
MRPL18,True,True,0.013115392833747222,-5.233906345999998
MRPL19,True,False,0.6582596306044831,0.6628731538000068
MRPL2,True,False,0.3885174132687371,-0.8790149037999981
MRPL20,False,True,0.0009468071177553876,-10.371772825999983
MRPL21,True,False,0.5033525704215003,1.50795789659999
MRPL22,True,False,0.10188095716150007,-2.9391494444000017
MRPL23,True,False,0.09908782887546114,3.1489481086000026
MRPL24,True,False,0.09220975840238449,4.682804390000015
MRPL27,True,False,0.5235067922492811,1.8533117300000015
MRPL28,True,True,0.014457477570404253,-4.955744550000006
MRPL3,True,True,0.012942211290802249,6.0655972539999965
MRPL30,True,False,0.24209135556493855,-2.0529785534000027
MRPL32,False,True,0.0005510855600552552,7.103255619000002
MRPL33,False,True,0.00010215370123702355,-16.654673476
MRPL34,False,True,0.00037853643855552285,-9.491980440000006
MRPL35,True,False,0.17952104455416273,2.397863232400013
MRPL36,True,True,0.007434663412940706,-6.635193226000013
MRPL37,True,False,0.32315365582230393,2.3572981399999975
MRPL38,True,False,0.3925487179308187,-1.2491434387400027
MRPL39,False,True,3.034854815335797e-05,4.257436236399997
MRPL4,True,False,0.2934964734695823,-2.0154491479999876
MRPL40,True,True,0.038015571232686625,0.9393838143999975
MRPL41,True,True,0.015577632168311855,4.974408960799991
MRPL42,False,True,0.0006830205506929496,3.8640243700000028
MRPL43,False,True,0.0005278468806753009,-5.235648374000014
MRPL44,True,False,0.09175324148413279,2.082984771999996
MRPL45,True,False,0.3807003972346972,1.2629878087999984
MRPL46,True,False,0.2395169104940309,0.9124665175999951
MRPL47,True,False,0.10271648058243879,-2.7418390580000036
MRPL48,True,False,0.13649399553888925,-2.741273540599998
MRPL49,True,False,0.8399189182251056,-0.5486628920000101
MRPL50,True,False,0.08928673194755803,1.4990820709999966
MRPL51,True,False,0.538065018565542,4.24041096800002
MRPL52,True,False,0.06125160638217422,-10.441040411999978
MRPL53,True,False,0.8009623314238005,0.36459322140000694
MRPL54,True,False,0.08075167442391146,-4.101139746000001
MRPL55,False,True,5.905631064823236e-07,-8.934915292000014
MRPL57,False,True,0.0007571659924158593,-2.458391659399993
MRPL9,True,False,0.25479652236244243,2.097997864000007
MRPS10,True,False,0.3303577289662656,1.9620032340000009
MRPS11,True,False,0.6834640014076199,-0.25628877339999967
MRPS12,True,False,0.660982463636562,-1.030831918000004
MRPS14,False,True,0.00761509801606574,-2.5558179417999973
MRPS15,True,False,0.5776936439198004,1.1888080259999896
MRPS16,True,False,0.13615350763111653,2.9413951140000023
MRPS17,True,False,0.6657232940211582,0.49558967719999814
MRPS18A,True,False,0.6660571259876689,-0.839899642000006
MRPS18B,True,False,0.8155045291057982,0.5483083060000027
MRPS18C,False,True,0.0006474201541457128,-6.2501754988000044
MRPS2,True,False,0.8076685083301486,0.31419449099999497
MRPS21,True,False,0.22855982139226372,1.7972439339999937
MRPS22,True,False,0.8825136096918238,0.18476498799999774
MRPS23,True,False,0.08492910250634614,3.1815849279999995
MRPS24,True,False,0.3470691686840375,3.6485665319999896
MRPS25,False,True,0.002323860702354397,2.8367147716000005
MRPS26,True,False,0.27061317870544677,2.4995883686000013
MRPS27,True,True,0.036271435862117445,3.524816035999997
MRPS28,True,False,0.3187644148246285,-1.840747222999994
MRPS30,False,True,0.010691651825136199,-4.714314640400012
MRPS31,True,True,0.03006162607850619,-3.2497711791999997
MRPS33,True,True,0.02756005070004961,5.794965025000003
MRPS34,True,False,0.05126653680336001,-6.117948149999975
MRPS35,True,False,0.3259164046243205,2.1880519588000027
MRPS36,True,False,0.3269791286342395,-1.4667424536000055
MRPS5,True,False,0.7505247799778063,0.7430007699999948
MRPS6,False,True,2.158671465768034e-08,-16.106951346000002
MRPS7,True,True,0.014054593428493606,4.793304939999999
MRPS9,True,False,0.5279585513499605,-1.1352679310000013
MRRF,True,False,0.4526720469249529,1.127340929399999
MRS2,True,False,0.7649804723156535,0.41500008719999926
MRTO4,True,False,0.11852710914309667,1.7625070287999947
MRVI1,True,False,0.7669828188528909,0.203531760714601
MS4A1,False,True,1.1602809308678823e-47,697.2676220802241
MS4A10,True,False,0.23498136727831598,2.199014951223308
MS4A12,True,False,0.13374618919341238,1.9033053756489369
MS4A13,True,False,0.6762613534357155,-0.7254504558454888
MS4A14,True,False,0.08799693137911643,1.9038637476129998
MS4A15,True,False,0.9577282900336107,-0.05296157235558785
MS4A2,True,False,0.3541560355301382,2.9174434984912008
MS4A3,True,False,0.8535005795841967,0.7210229897991081
MS4A4A,True,False,0.9075766300808632,0.21266564078739947
MS4A4E,True,False,0.26306259641419727,-1.7144269374028003
MS4A5,True,False,0.7617365867165009,-0.38192381658567554
MS4A6A,False,True,0.002972613341633602,-19.940304321918006
MS4A6E,True,False,0.5903322160167688,1.11845024569676
MS4A7,True,False,0.27258800345752376,-4.3966254887539975
MS4A8,True,False,0.06283480483007457,3.0434950624686277
MSANTD1,True,False,0.1380892586802117,2.22727400319408
MSANTD2,True,False,0.759934316559682,-0.2614273193999974
MSANTD3,True,False,0.19757580834306265,-1.7348033171999937
MSANTD3-TMEFF1,True,False,0.9355867580893341,-0.062247988915399954
MSANTD4,True,False,0.8000961530409361,-0.35959148099999894
MSC,True,False,0.33639317941263636,1.5746229396589992
MSGN1,True,False,0.5677864026580788,0.31818838900082813
MSH2,True,False,0.2140099846489859,-2.3772968029999966
MSH3,True,False,0.06362935639722726,3.9519063240399994
MSH4,True,False,0.3932578942616085,0.8897176054854802
MSH5,True,False,0.2205470363322083,-2.8983506968000015
MSH6,True,False,0.2835104710586982,1.8986457294000019
MSI1,True,False,0.831988654865334,-0.2361010614100003
MSI2,True,False,0.06089213346346523,2.467124111399997
MSL1,False,True,0.00035212058789621363,-9.425487362000013
MSL2,False,True,3.114641914279878e-07,-9.360415578999998
MSL3,True,False,0.2455588759682562,-2.278834503400006
MSLN,True,False,0.6603835319865867,-0.9359837445327193
MSMB,True,False,0.8555349224245634,0.2337049620515188
MSMO1,False,True,0.005438793890647924,8.210075490000008
MSMP,True,False,0.22367095238612744,-17.71246789110281
MSN,False,True,1.7750803059507426e-44,-189.71355687400006
MSR1,True,False,0.39547319116333257,-3.1964401797879987
MSRA,True,False,0.17856613487309048,-0.6378230981999984
MSRB1,True,False,0.17877667078450044,-9.139766513200001
MSRB2,True,False,0.6301253759258886,-0.17550476687999872
MSRB3,True,False,0.45442161279238136,-1.2023158158959983
MSS51,True,False,0.36174015888397537,0.8343526954139993
MST1,True,False,0.7392936573716671,0.4364127664999984
MST1R,True,False,0.848035616088956,0.1980492162079992
MSTN,True,False,0.28670507980271087,-1.4364537512664115
MSTO1,True,False,0.7595775390279256,-0.41848057280000006
MSX1,True,False,0.14721275391290128,-0.8609752625606002
MSX2,True,False,0.46132104877642055,-0.765125814121399
MT1A,True,False,0.5778698665415722,2.174082682129601
MT1B,True,False,0.3489425795376697,-1.0656965352619565
MT1E,True,False,0.3959672006163806,10.322291411500004
MT1F,True,False,0.5283492835870386,-1.538127868385999
MT1G,True,False,0.7820052483966189,5.817347705747991
MT1H,True,False,0.5671986342454167,5.228292542508278
MT1HL1,True,False,0.5035641694167423,-1.0198256902211138
MT1M,True,False,0.37143526493484225,3.1957403773447526
MT1X,True,False,0.21461668599378547,-12.566083874600011
MT2A,True,False,0.2754274079473119,-30.94855823912002
MT3,True,False,0.760987024194139,-0.5229123221790477
MT4,True,False,0.429021568929411,-1.0990004588200901
MTA1,True,True,0.017030315402846663,-4.064140237000011
MTA2,False,True,1.6716012961487764e-07,-10.812220143999994
MTA3,True,False,0.6343751332549816,-0.9102344402000018
MTAP,True,False,0.27434803890745274,1.6293389394599984
MTBP,True,False,0.09266362436364671,1.9761741217799988
MTCH1,True,False,0.05190362832565158,-6.2229494180000415
MTCH2,True,False,0.8700919870961646,-0.3629781639999905
MTCL1,True,True,0.031295987829919235,0.9145730549270015
MTCP1,True,False,0.6115316776970618,0.9664366479199993
MTDH,True,False,0.4091378071671872,2.2836412779999904
MTERF1,True,False,0.5263493524545986,-0.2906595637999949
MTERF2,False,True,6.032385663164259e-10,-6.622387433200004
MTERF3,True,False,0.6201736968472908,1.0444448569999984
MTERF4,False,True,4.106964055003586e-05,6.306721495000005
MTF1,True,False,0.4992437057942344,0.4518419197999979
MTF2,True,False,0.3168325951733163,0.9859736446000014
MTFMT,True,False,0.5636798330509121,-0.9957912484800007
MTFP1,False,True,9.643333616860707e-06,-5.820628479199993
MTFR1,True,False,0.5913274529678796,-0.8148205760799989
MTFR1L,True,False,0.619053881681604,-1.1501911209999989
MTFR2,True,False,0.954661281118874,0.10555846313599915
MTG1,False,True,1.5110006040083895e-05,-2.5227799143999974
MTHFD1,False,True,0.0005588780228102961,7.031817538999995
MTHFD1L,True,True,0.010806962601862464,3.6426439405999993
MTHFD2,True,False,0.08270614135713573,3.891683974000003
MTHFD2L,True,False,0.3776904979695709,1.863059858851999
MTHFR,True,False,0.467033872997378,1.1001585490000068
MTHFS,True,False,0.798123840110404,-0.33735144699999964
MTHFSD,True,False,0.10200913907575504,-1.9303335181999977
MTIF2,True,False,0.19891647424800651,-1.3649782949999931
MTIF3,False,True,0.00015111209122959055,-4.0121183000000045
MTL5,True,False,0.07217740840407888,0.43785555478600013
MTM1,True,False,0.13143321287518087,2.292609562600001
MTMR1,False,True,0.002690369647919993,3.2991779653999984
MTMR10,False,True,0.0035842689566624748,-11.1306080676
MTMR11,True,False,0.43108277858908517,0.4424946602033999
MTMR12,True,False,0.5629052884797701,0.7719488185999985
MTMR14,True,False,0.2101990007103115,2.2684008509999956
MTMR2,True,False,0.13265005497152746,-0.9660967917999983
MTMR3,False,True,0.0016845977568152905,-3.400784643599998
MTMR4,False,True,1.9703531143518547e-07,3.853024188999999
MTMR6,False,True,0.0001238058201802807,2.3574745760000013
MTMR7,True,False,0.3244864779669381,1.386920201913
MTMR8,True,False,0.4739900434523846,0.5279467340037995
MTMR9,True,False,0.16101295923420367,1.9372476045999996
MTNR1A,True,False,0.6991609502247687,-0.2093070253219101
MTNR1B,True,False,0.445628501608451,0.7121223401168166
MTO1,True,False,0.5076769994038061,-1.3792355121999975
MTOR,True,False,0.5724070861193888,-0.6685152850000016
MTPAP,True,False,0.3478783534729185,1.0409505769999967
MTPN,False,True,0.00020738872150205572,11.187193253999993
MTR,True,False,0.4259862583512317,1.082546649200001
MTRF1,False,True,0.0023066969601084103,-2.682388258400003
MTRF1L,True,False,0.7349256133218895,0.5699163026000029
MTRR,True,True,0.015477347792806016,4.400771433199999
MTSS1,False,True,2.1028803809713437e-06,13.289583620599991
MTSS1L,True,False,0.6769713006696979,-0.8763566028399943
MTTP,True,False,0.8510462195674454,0.3919549712548833
MTURN,False,True,0.0037007044191505567,-3.394453296600002
MTUS1,True,False,0.20715712449219648,1.9325316726719972
MTUS2,True,False,0.3527281404071878,1.3383714566635398
MTX1,True,False,0.6925227999947767,0.7046899980000134
MTX2,True,False,0.2043229698789315,1.8576571041999976
MTX3,True,True,0.008370264524719515,3.1811860787999997
MUC1,True,False,0.7557280783020797,1.389276572654964
MUC13,False,True,0.006720712617756282,4.66209109068976
MUC15,True,False,0.1342358185100794,2.20556770593754
MUC17,True,False,0.5645638504168504,0.8271575286287756
MUC2,True,False,0.2287724292120612,-1.4364763435796961
MUC20,True,False,0.6391344863239818,-0.9145002442000134
MUC21,True,False,0.8775713543053912,-0.19358507927536373
MUC22,True,False,0.7307478945764667,-0.23338899031117966
MUC4,True,False,0.5869772175580679,-0.3609422355800005
MUC7,True,False,0.7961631944832865,-0.23561871790103017
MUCL1,True,False,0.14050657721955964,-6.68493878524025
MUL1,True,True,0.020375890592170147,-1.78705639
MUM1,True,False,0.29069998731829827,-1.7463708782000005
MUM1L1,True,False,0.8081147978164117,-0.28802232779106207
MURC,True,False,0.11368136811099687,-2.5863190102213203
MUS81,False,True,1.931006052604208e-08,-6.510160130799996
MUSK,True,False,0.11110273283533038,-0.789455434658922
MUSTN1,True,False,0.3058824249381479,1.3970352312837995
MUT,True,True,0.036785468294700495,1.2243996888000002
MUTYH,True,False,0.12067094734413801,-2.0895162786000014
MVB12A,False,True,2.029669747273887e-15,-11.388799773400002
MVB12B,True,False,0.22144204205074802,-1.3847771164800005
MVD,False,True,2.377388670306637e-07,-12.115111857999999
MVK,True,False,0.3107902347649011,-1.2015079554000003
MVP,False,True,1.3775331797177296e-09,-78.72900351800001
MX1,True,True,0.021402761510755854,50.910911140999985
MX2,True,False,0.27445935708187297,5.8585710893999945
MXD1,True,False,0.2505926452159011,-6.040127909400006
MXD3,False,True,4.0309268621519264e-06,-3.658473958800002
MXD4,False,True,0.0005176697853796471,-7.713569454800002
MXI1,True,False,0.0547982505735355,4.056802091200002
MXRA7,False,True,1.4530252259764994e-06,-19.948781337200003
MXRA8,True,True,0.0412874002966993,-5.238932696557999
MYADM,True,False,0.44735256708368387,-5.383900299199993
MYADML2,True,False,0.3782814519157619,0.6841324525953312
MYB,True,False,0.1811491075132915,2.281862432427002
MYBBP1A,False,True,0.004926019310953694,4.069115296800003
MYBL1,False,True,4.069135175676761e-45,-39.626589451160015
MYBL2,False,True,6.151739650376212e-07,15.027381136999992
MYBPC1,True,False,0.931393487790547,0.03571996900220642
MYBPC2,True,False,0.11762803278704465,1.8877946946249404
MYBPH,True,False,0.1282298868026492,-2.0219407012418804
MYBPHL,True,False,0.8655297700751958,-0.10123164953907116
MYC,False,True,1.3216124326328067e-14,40.70550484979998
MYCBP,True,False,0.1033773853314103,-2.3653951655999954
MYCBP2,False,True,1.345355706369873e-09,10.233080848999997
MYCBPAP,True,False,0.6128296401835975,-0.3446421305140006
MYCL,True,False,0.36183670475109597,-1.2553740065378012
MYCT1,True,False,0.805626245999971,-0.5599481228593408
MYD88,True,True,0.011651713332859314,-9.429936142000003
MYDGF,True,False,0.05620401481175628,-8.389963215999984
MYEF2,False,True,0.001207215990853981,4.153500360183999
MYEOV,True,False,0.306663175574172,-0.9778394498256793
MYEOV2,False,True,1.0850989649115022e-07,-22.849857721999996
MYF5,True,False,0.9817122648599576,-0.021933073635666434
MYF6,True,False,0.8160276616118676,-0.24547628955367418
MYH10,True,False,0.4785894047128394,1.0616716715799974
MYH11,True,False,0.6062953089599277,-1.0350633299720005
MYH13,True,False,0.1042536975555341,-1.7228852716594154
MYH14,True,False,0.1486179501979473,1.4528133531670004
MYH15,True,False,0.09982887595795141,1.8761588840404995
MYH2,True,False,0.9897028620316954,-0.008089401967209753
MYH4,True,False,0.8485910386838809,0.10642621270741492
MYH6,True,False,0.1342671065192183,-0.6355183123048269
MYH7,True,False,0.17186588161325123,-1.1574534441699524
MYH7B,True,False,0.33718537883908195,0.514805047698
MYH9,False,True,4.931116893830925e-11,-52.50583010400004
MYL1,True,False,0.40710831128729796,1.4074221716347601
MYL10,True,False,0.9949234344843073,0.006941538037800399
MYL12A,False,True,7.522140117181294e-30,-261.37142102999996
MYL12B,False,True,9.018192053129717e-23,-104.66664378000007
MYL2,True,False,0.23112775707667832,-2.1897493508013053
MYL3,True,False,0.4373111901837097,-0.11225368348416387
MYL4,True,False,0.748864003164923,0.23320940167917992
MYL5,True,True,0.025721918451581508,-2.934315227999999
MYL6,False,True,4.438166104219986e-15,-362.0635982599997
MYL6B,True,True,0.008295722265728304,5.231138520040005
MYL7,True,False,0.15466771187905579,1.8145884655971805
MYL9,True,False,0.15134639380461729,-17.451108858439994
MYLIP,False,True,2.0778309787038563e-10,-20.423115019800015
MYLK,True,False,0.7467224862863825,-1.017895139335998
MYLK2,True,False,0.428177421188244,-1.373268568723983
MYLK3,True,False,0.8105676468319077,0.26648755235200006
MYLK4,True,False,0.09031997586731899,-1.8350844188365998
MYLPF,True,False,0.11286276145827573,-2.0158413463450002
MYNN,True,False,0.36272013281882465,-0.6671267972000017
MYO10,True,False,0.06730255232105739,3.9745167757100024
MYO15A,True,False,0.23908669610365407,1.58321880799812
MYO16,True,False,0.43696156529361807,-0.4716847592928797
MYO18A,False,True,0.015593398053090164,3.34531876732
MYO18B,True,False,0.17126180756623965,1.510354012577155
MYO19,True,False,0.49488497867284176,-0.541209452800004
MYO1A,False,True,0.0009815106214233768,0.6566005508749799
MYO1B,True,True,0.02826422558234429,5.476944679649996
MYO1C,False,True,3.85411876334188e-09,14.618486341199997
MYO1D,True,False,0.05211752190481134,2.811389089560002
MYO1E,False,True,5.7511974549907575e-05,12.219324809199996
MYO1F,False,True,9.563689752466816e-28,-85.1995039443
MYO1G,False,True,2.2106464995752402e-11,-23.869625005399996
MYO3A,True,False,0.294929842536683,-0.4445694941458
MYO3B,True,False,0.14194468373897343,2.787266441839923
MYO5A,True,False,0.40807175213874636,0.9915991904000023
MYO5B,True,False,0.7450934037478738,0.42450214272399833
MYO5C,True,False,0.6904834350638474,0.41280432014939983
MYO6,True,False,0.9181424478589117,-0.24583759041999542
MYO7A,True,True,0.018584495821973593,-2.396556616298601
MYO7B,True,True,0.049215733211864336,3.8479301093056004
MYO9A,True,False,0.7796398031764236,0.5644954446000003
MYO9B,False,True,3.02974844703407e-11,-23.221915706000004
MYOC,True,False,0.5955616328012298,-0.36598144510513586
MYOCD,True,False,0.9478657435355959,0.02619709505004164
MYOD1,True,False,0.911758008661898,0.13808045776424516
MYOF,True,False,0.05982896116729482,6.518933361131992
MYOG,True,False,0.7419480797075635,0.0912861086432799
MYOM1,True,False,0.21894845937866592,-1.2740118460160006
MYOM2,True,False,0.7836992077375796,0.4322343561523998
MYOM3,True,False,0.11458309451909872,2.54869595303406
MYOT,True,False,0.746684998099277,0.5605949477148586
MYOZ1,True,False,0.952117197247877,-0.03164395106631779
MYOZ2,True,False,0.9979486699607936,0.0048718740818496364
MYOZ3,True,False,0.17341270103638262,-0.6200585416836758
MYPN,True,False,0.16122944290759833,0.9335113899024001
MYPOP,True,False,0.16004374875377525,-2.1198794770199996
MYRF,True,False,0.3870950222867421,-0.9937491788599999
MYRFL,True,False,0.3666305856942086,0.5463438883670021
MYRIP,True,False,0.4007554838478057,1.6326107505151004
MYSM1,False,True,0.002538174801288283,-0.9471117557999982
MYT1,True,False,0.09826945473582757,1.3797720090049999
MYT1L,True,False,0.11339213916842836,3.5064549076484632
MYZAP,True,False,0.05794520950843454,2.6892753562752
MZB1,False,True,8.927237761149138e-15,106.979562949608
MZF1,True,False,0.5053669715297298,1.0860014582000002
MZT1,True,False,0.3902091145176908,-1.5101604493999972
MZT2A,True,False,0.7766705813857613,0.8424541129999881
MZT2B,True,False,0.8578392700043921,0.9801388099999713
N4BP1,False,True,7.872861566150506e-05,-3.4483466122000017
N4BP2L1,True,False,0.21118081375980957,-4.25904647439998
N4BP2L2,True,False,0.1360266231346631,-3.1343536198000024
N4BP3,True,True,0.029359230713686905,4.092933238932002
N6AMT1,True,False,0.8041416170724579,0.21363382046000012
N6AMT2,True,False,0.25364735217278966,1.8799538412800025
NAA10,True,False,0.8086036436808746,0.7544718219999993
NAA11,True,False,0.4325543555655469,-0.9168441686996862
NAA15,True,True,0.010677360117416565,3.3851871921999965
NAA16,False,True,2.0789718560159515e-07,-2.7215343676000003
NAA20,True,False,0.614804584042471,0.6561680483999979
NAA25,True,True,0.03628792023838055,2.808404410000003
NAA30,True,False,0.2842579160304165,-1.4238397676000005
NAA35,True,True,0.018577998023543617,-1.8124969457999995
NAA38,True,True,0.006507588869404179,-9.425646751999977
NAA40,False,True,0.00021278800234883472,-2.3278851835999994
NAA50,True,False,0.6035031846428965,7.102274984000019
NAA60,False,True,6.622450016145937e-07,-7.585168741999993
NAAA,True,False,0.26448490140734315,-2.2810071349999888
NAALAD2,True,False,0.689878479147815,0.5993503491419996
NAALADL1,False,True,3.876444155413209e-34,-12.49966313406
NAALADL2,True,False,0.8486040172431996,-0.16609141777627912
NAB1,True,False,0.32395579884404135,-1.8127891201999944
NAB2,True,False,0.45129130844244747,0.994361461799997
NABP1,True,False,0.49500397465200474,1.9358875180000048
NABP2,True,False,0.8606255154723843,-0.3604517939999994
NACA,False,True,9.172916322042642e-06,119.88016338000034
NACA2,True,False,0.05817092898110934,-2.4396809200332794
NACC1,True,True,0.008097323979967923,-6.914678777999995
NACC2,False,True,0.005605035577664763,-2.60891178176
NADK,True,False,0.5493376667903513,-2.740319121999974
NADK2,True,False,0.3597520785566638,-1.5886992859999935
NADSYN1,False,True,2.0961488534870272e-06,-8.351580594000005
NAE1,False,True,6.490442899878959e-05,-5.526993375999993
NAF1,True,False,0.12647376179736242,2.005560778200003
NAGA,True,False,0.07212678770293096,-5.698122169000001
NAGK,True,False,0.43310471787462146,3.0910023220000085
NAGLU,False,True,1.6708839557297544e-13,-10.676412283000005
NAGPA,False,True,0.005725922653972439,-2.5779796754
NAGS,True,False,0.6586925214963453,0.5213815665250001
NAIF1,True,False,0.3449169933845557,-1.0958134103399981
NAIP,True,True,0.010958403425992422,-4.857321539199997
NALCN,True,False,0.7481179558408912,0.6051149912186
NALP2,True,False,0.8901742993641744,-0.25977507391643995
NALP7,True,False,0.19627541780840407,2.7910890514755984
